slot,tbox,site,col_x,row_y,GOF,thickness,x,y,radius
7,TBOX3,43,2,-1,0.98,3410.17,40.331,-33.753,52.59139255
7,TBOX3,44,4,-1,0.983,3339.02,88.227,-33.741,94.45876672
7,TBOX3,45,6,-1,0.971,3592.51,136.102,-33.723,140.2176705
7,TBOX3,46,-5,-2,0.941,5207.54,-127.291,-63.225,142.1281088
7,TBOX3,47,-3,-2,0.985,3408.82,-79.413,-63.225,101.5077593
7,TBOX3,48,-1,-2,0.985,3352.48,-31.514,-63.223,70.64191337
7,TBOX3,49,1,-2,0.983,3305.68,16.387,-63.236,65.32476915
7,TBOX3,50,3,-2,0.983,3302.49,64.283,-63.217,90.15926562
7,TBOX3,51,5,-2,0.98,3517.28,112.161,-63.198,128.7403477
7,TBOX3,52,-4,-3,0.977,3493.52,-103.363,-92.703,138.8443588
7,TBOX3,53,-2,-3,0.984,3521.98,-55.466,-92.701,108.0275546
7,TBOX3,54,0,-3,0.985,3346.22,-7.557,-92.721,93.02844775
7,TBOX3,55,2,-3,0.984,3409.57,40.336,-92.698,101.0935809
7,TBOX3,56,4,-3,0.979,3506.64,88.214,-92.674,127.9460045
7,TBOX3,57,5,-3,0.91,3793.96,112.152,-92.661,145.4789745
7,TBOX3,58,-3,-4,0.925,2422.59,-79.417,-122.178,145.720704
7,TBOX3,59,-2,-4,0.978,3531.59,-55.465,-122.205,134.2029368
7,TBOX3,60,-1,-4,0.981,3556.15,-31.506,-122.2,126.1961491
7,TBOX3,61,0,-4,0.982,3548.43,-7.557,-122.193,122.4264575
7,TBOX3,62,1,-4,0.982,3519.15,16.392,-122.18,123.2746935
7,TBOX3,63,2,-4,0.98,3482.64,40.335,-122.171,128.6571625
7,TBOX3,64,3,-4,0.943,5193.69,64.266,-122.157,138.0306176
8,TBOX4,1,-1,5,0.992,5320.42,-31.404,143.162,146.5659219
8,TBOX4,2,0,5,0.99,5355.55,-7.463,143.151,143.3454051
8,TBOX4,3,1,5,0.991,5165.68,16.481,143.14,144.0856792
8,TBOX4,4,-3,4,0.993,5378.5,-79.291,113.679,138.6000639
8,TBOX4,5,-2,4,0.995,5417.66,-55.347,113.673,126.4311723
8,TBOX4,6,-1,4,0.996,5406.61,-31.408,113.663,117.9226019
8,TBOX4,7,0,4,0.996,5441.12,-7.463,113.661,113.9057474
8,TBOX4,8,1,4,0.996,5442.62,16.483,113.661,114.8499552
8,TBOX4,9,2,4,0.996,5469.63,40.421,113.653,120.6269524
8,TBOX4,10,3,4,0.993,5400.59,64.358,113.655,130.6116809
8,TBOX4,11,4,4,0.989,5260.71,88.291,113.651,143.9161231
8,TBOX4,12,-4,3,0.993,5394.6,-103.24,84.2,133.2221363
8,TBOX4,13,-2,3,0.998,5414.12,-55.35,84.181,100.7475224
8,TBOX4,14,0,3,0.998,5331.89,-7.461,84.172,84.50202427
8,TBOX4,15,2,3,0.998,5328.94,40.415,84.175,93.37452999
8,TBOX4,16,4,3,0.992,5475.35,88.292,84.179,121.9900869
8,TBOX4,17,5,3,0.986,5468.33,112.239,84.173,140.2950001
8,TBOX4,18,-5,2,0.989,5376.7,-127.186,54.712,138.4546191
8,TBOX4,19,-3,2,0.998,5434.84,-79.295,54.703,96.33335473
8,TBOX4,20,-1,2,0.998,5404.54,-31.405,54.694,63.06907056
8,TBOX4,21,1,2,0.998,5399.11,16.466,54.689,57.11406024
8,TBOX4,22,3,2,0.997,5338.48,64.35,54.699,84.45651604
8,TBOX4,23,5,2,0.992,5448.16,112.243,54.675,124.8512982
8,TBOX4,25,-5,1,0.993,5403.96,-127.195,25.225,129.6721583
8,TBOX4,26,-4,1,0.997,5461.57,-103.247,25.216,106.2816525
8,TBOX4,27,-2,1,0.998,5460.83,-55.353,25.211,60.82391906
8,TBOX4,28,0,1,0.996,5699.62,-7.479,25.211,26.29695728
8,TBOX4,29,2,1,0.996,5489.26,40.407,25.21,47.62635561
8,TBOX4,30,4,1,0.996,5372.15,88.301,25.193,91.82458195
8,TBOX4,31,6,1,0.986,5465.6,136.2,25.206,138.5127519
8,TBOX4,32,-5,0,0.995,5443.12,-127.202,-4.266,127.2735148
8,TBOX4,33,-3,0,0.998,5403.87,-79.303,-4.273,79.41803534
8,TBOX4,34,-1,0,0.996,5683.19,-31.428,-4.267,31.71634394
8,TBOX4,35,1,0,0.996,5697.09,16.464,-4.264,17.00720412
8,TBOX4,36,3,0,0.997,5383.64,64.36,-4.29,64.50281932
8,TBOX4,37,5,0,0.993,5473.78,112.255,-4.275,112.3363728
8,TBOX4,38,6,0,0.986,5379.26,136.2,-4.26,136.2666049
8,TBOX4,39,-5,-1,0.995,5347.32,-127.202,-33.744,131.6016958
8,TBOX4,40,-4,-1,0.996,5457.26,-103.254,-33.754,108.6311237
8,TBOX4,41,-2,-1,0.997,5447.66,-55.378,-33.753,64.85358813
8,TBOX4,42,0,-1,0.995,5634.67,-7.486,-33.745,34.56537604
8,TBOX4,43,2,-1,0.998,5474.54,40.418,-33.767,52.6671151
8,TBOX4,44,4,-1,0.994,5366.02,88.312,-33.753,94.54244736
8,TBOX4,45,6,-1,0.987,5208.76,136.188,-33.737,140.3045135
8,TBOX4,46,-5,-2,0.995,5304.79,-127.205,-63.233,142.0546526
8,TBOX4,47,-3,-2,0.995,5403.52,-79.327,-63.234,101.4461024
8,TBOX4,48,-1,-2,0.996,5412.51,-31.432,-63.229,70.61074327
8,TBOX4,49,1,-2,0.995,5410.5,16.472,-63.248,65.35775614
8,TBOX4,50,3,-2,0.994,5371.72,64.371,-63.229,90.23043878
8,TBOX4,51,5,-2,0.99,5390.36,112.247,-63.212,128.8221485
8,TBOX4,52,-4,-3,0.993,5229.4,-103.281,-92.707,138.7859964
8,TBOX4,53,-2,-3,0.994,5486.77,-55.379,-92.713,107.9932128
8,TBOX4,54,0,-3,0.993,5396.05,-7.473,-92.73,93.03063275
8,TBOX4,55,2,-3,0.993,5394.41,40.422,-92.709,101.1380085
8,TBOX4,56,4,-3,0.991,5363.02,88.298,-92.686,128.012622
8,TBOX4,57,5,-3,0.989,5163.94,112.238,-92.671,145.5516502
8,TBOX4,58,-3,-4,0.99,5131.09,-79.332,-122.19,145.6844615
8,TBOX4,59,-2,-4,0.989,5358.51,-55.382,-122.212,134.1750307
8,TBOX4,60,-1,-4,0.99,5459.51,-31.42,-122.212,126.1863279
8,TBOX4,61,0,-4,0.989,5435.5,-7.472,-122.205,122.4332178
8,TBOX4,62,1,-4,0.989,5443.25,16.479,-122.191,123.2971935
8,TBOX4,63,2,-4,0.989,5340.92,40.418,-122.184,128.69555
8,TBOX4,64,3,-4,0.987,5247.23,64.35,-122.17,138.0812493
8,TBOX3,1,-1,5,0.97,3701.36,-31.524,143.162,146.5916806
8,TBOX3,2,0,5,0.968,3621.9,-7.584,143.152,143.3527543
8,TBOX3,3,1,5,0.967,3428.77,16.361,143.143,144.0749832
8,TBOX3,4,-3,4,0.973,3648.01,-79.412,113.679,138.6693217
8,TBOX3,5,-2,4,0.978,3637.5,-55.47,113.674,126.4859643
8,TBOX3,6,-1,4,0.978,3635.03,-31.528,113.664,117.9555835
8,TBOX3,7,0,4,0.98,3632.08,-7.584,113.661,113.9137392
8,TBOX3,8,1,4,0.979,3638.77,16.362,113.66,114.8316622
8,TBOX3,9,2,4,0.978,3662.06,40.301,113.653,120.5867945
8,TBOX3,10,3,4,0.974,3646.59,64.238,113.655,130.5525935
8,TBOX3,11,4,4,0.968,3630.15,88.171,113.651,143.8425356
8,TBOX3,12,-4,3,0.975,3663.51,-103.36,84.2,133.3151514
8,TBOX3,13,-2,3,0.981,3589.42,-55.47,84.182,100.8143344
8,TBOX3,14,0,3,0.981,3495.24,-7.581,84.173,84.51370001
8,TBOX3,15,2,3,0.981,3511.54,40.294,84.175,93.32222169
8,TBOX3,16,4,3,0.952,5451.12,88.171,84.179,121.9025401
8,TBOX3,17,5,3,0.967,3790.85,112.117,84.176,140.1992178
8,TBOX3,18,-5,2,0.972,3674.1,-127.307,54.712,138.5657793
8,TBOX3,19,-3,2,0.981,3612.87,-79.416,54.704,96.43354537
8,TBOX3,20,-1,2,0.977,3578.02,-31.526,54.694,63.12940925
8,TBOX3,21,1,2,0.976,3614.79,16.345,54.69,57.08025162
8,TBOX3,22,3,2,0.981,3527.5,64.23,54.7,84.36576853
8,TBOX3,23,5,2,0.976,3675.9,112.124,54.678,124.7456414
8,TBOX3,24,6,2,0.964,4191.34,136.078,54.678,146.6523296
8,TBOX3,25,-5,1,0.976,3656.08,-127.317,25.228,129.792413
8,TBOX3,26,-4,1,0.98,3674.4,-103.371,25.217,106.402353
8,TBOX3,27,-2,1,0.976,3643.78,-55.476,25.214,60.93711818
8,TBOX3,28,0,1,0.971,3878.07,-7.598,25.213,26.33296362
8,TBOX3,29,2,1,0.974,3688.29,40.284,25.214,47.52416703
8,TBOX3,30,4,1,0.979,3558.98,88.18,25.193,91.70823109
8,TBOX3,31,6,1,0.968,3761.86,136.08,25.208,138.3951215
8,TBOX3,32,-5,0,0.977,3669.37,-127.321,-4.264,127.392381
8,TBOX3,33,-3,0,0.98,3557.24,-79.423,-4.273,79.53786179
8,TBOX3,34,-1,0,0.973,3820.98,-31.549,-4.266,31.83611404
8,TBOX3,35,1,0,0.973,3815.83,16.345,-4.263,16.89177889
8,TBOX3,36,3,0,0.977,3581.48,64.239,-4.29,64.38208773
8,TBOX3,37,5,0,0.953,5439.64,112.132,-4.274,112.2134239
8,TBOX3,38,6,0,0.971,3664.49,136.079,-4.26,136.1456641
8,TBOX3,39,-5,-1,0.978,3601.33,-127.323,-33.744,131.7186542
8,TBOX3,40,-4,-1,0.98,3657.79,-103.375,-33.754,108.7461408
8,TBOX3,41,-2,-1,0.977,3601.2,-55.498,-33.752,64.95556564
8,TBOX3,42,0,-1,0.952,5438.16,-7.606,-33.744,34.59058791
8,TBOX3,43,2,-1,0.973,3673.7,40.297,-33.764,52.57238729
8,TBOX3,44,4,-1,0.979,3550.92,88.192,-33.752,94.43000777
8,TBOX3,45,6,-1,0.972,3544.31,136.07,-33.737,140.1899785
8,TBOX3,46,-5,-2,0.974,3645.79,-127.324,-63.231,142.1603332
8,TBOX3,47,-3,-2,0.981,3577.49,-79.447,-63.233,101.5393426
8,TBOX3,48,-1,-2,0.979,3554.04,-31.552,-63.228,70.66334756
8,TBOX3,49,1,-2,0.978,3552.75,16.352,-63.248,65.32761597
8,TBOX3,50,3,-2,0.979,3551.75,64.251,-63.229,90.14486919
8,TBOX3,51,5,-2,0.974,3690.16,112.126,-63.212,128.7167309
8,TBOX3,52,-4,-3,0.978,3493.11,-103.399,-92.708,138.874499
8,TBOX3,53,-2,-3,0.979,3667.59,-55.5,-92.71,108.0527376
8,TBOX3,54,0,-3,0.982,3538.73,-7.591,-92.729,93.03918917
8,TBOX3,55,2,-3,0.981,3570.57,40.302,-92.708,101.0891907
8,TBOX3,56,4,-3,0.974,3686.62,88.18,-92.686,127.9312589
8,TBOX3,57,5,-3,0.964,3648.06,112.117,-92.671,145.4583649
8,TBOX3,58,-3,-4,0.974,3488.13,-79.453,-122.186,145.7470336
8,TBOX3,59,-2,-4,0.976,3632.82,-55.502,-122.209,134.2218748
8,TBOX3,60,-1,-4,0.977,3715.87,-31.541,-122.208,126.2126378
8,TBOX3,61,0,-4,0.979,3658.71,-7.592,-122.202,122.4376056
8,TBOX3,62,1,-4,0.977,3668.86,16.356,-122.19,123.2798233
8,TBOX3,63,2,-4,0.976,3631.02,40.297,-122.18,128.6538014
8,TBOX3,64,3,-4,0.944,5203.09,64.23,-122.17,138.0253665
9,TBOX4,1,-1,5,0.993,5279.74,-31.29,143.18,146.5591229
9,TBOX4,2,0,5,0.992,5283.95,-7.351,143.169,143.357594
9,TBOX4,3,1,5,0.992,5367.79,16.595,143.161,144.1196237
9,TBOX4,4,-3,4,0.994,5247.53,-79.178,113.697,138.5502201
9,TBOX4,5,-2,4,0.995,5390.25,-55.234,113.69,126.3970366
9,TBOX4,6,-1,4,0.996,5401.57,-31.294,113.682,117.9106083
9,TBOX4,7,0,4,0.997,5418.38,-7.351,113.681,113.9184224
9,TBOX4,8,1,4,0.996,5420.08,16.598,113.68,114.8853167
9,TBOX4,9,2,4,0.996,5442.5,40.536,113.673,120.6843744
9,TBOX4,10,3,4,0.994,5364.53,64.473,113.673,130.6840413
9,TBOX4,11,4,4,0.989,5540.75,88.404,113.672,144.0020514
9,TBOX4,12,-4,3,0.992,5381.09,-103.124,84.216,133.1423826
9,TBOX4,13,-2,3,0.997,5419.12,-55.236,84.199,100.6999866
9,TBOX4,14,0,3,0.998,5347.73,-7.348,84.192,84.51204629
9,TBOX4,15,2,3,0.997,5377.6,40.528,84.194,93.4406144
9,TBOX4,16,4,3,0.993,5479.97,88.407,84.197,122.0857586
9,TBOX4,17,5,3,0.986,5348.72,112.35,84.194,140.3964107
9,TBOX4,18,-5,2,0.988,5421.8,-127.075,54.73,138.3597793
9,TBOX4,19,-3,2,0.998,5415.89,-79.183,54.721,96.25141729
9,TBOX4,20,-1,2,0.997,5420.42,-31.292,54.713,63.02937119
9,TBOX4,21,1,2,0.998,5428.84,16.579,54.709,57.16588075
9,TBOX4,22,3,2,0.997,5345.31,64.463,54.719,84.55558722
9,TBOX4,23,5,2,0.991,5482.55,112.36,54.697,124.966121
9,TBOX4,25,-5,1,0.993,5366.81,-127.082,25.247,129.565604
9,TBOX4,26,-4,1,0.996,5453.7,-103.135,25.235,106.1773679
9,TBOX4,27,-2,1,0.998,5456.52,-55.24,25.232,60.72982318
9,TBOX4,28,0,1,0.996,5680.4,-7.362,25.23,26.28216019
9,TBOX4,29,2,1,0.997,5524.79,40.52,25.233,47.73441828
9,TBOX4,30,4,1,0.996,5391.98,88.415,25.215,91.94024391
9,TBOX4,31,6,1,0.988,5230.1,136.318,25.226,138.6324212
9,TBOX4,32,-5,0,0.995,5389.66,-127.088,-4.246,127.1589095
9,TBOX4,33,-3,0,0.998,5423.31,-79.189,-4.255,79.30323288
9,TBOX4,34,-1,0,0.996,5673.75,-31.312,-4.249,31.59897696
9,TBOX4,35,1,0,0.996,5700.87,16.58,-4.243,17.11430539
9,TBOX4,36,3,0,0.997,5436.78,64.473,-4.273,64.61444311
9,TBOX4,37,5,0,0.994,5474.9,112.368,-4.254,112.4484946
9,TBOX4,38,6,0,0.987,5339.2,136.314,-4.24,136.3799259
9,TBOX4,39,-5,-1,0.994,5319.54,-127.086,-33.726,131.4849591
9,TBOX4,40,-4,-1,0.996,5463.72,-103.139,-33.739,108.5171574
9,TBOX4,41,-2,-1,0.997,5459.99,-55.263,-33.733,64.74499562
9,TBOX4,42,0,-1,0.995,5627.77,-7.368,-33.728,34.52340377
9,TBOX4,43,2,-1,0.998,5508.19,40.536,-33.744,52.74300742
9,TBOX4,44,4,-1,0.996,5368.63,88.428,-33.733,94.64368163
9,TBOX4,45,6,-1,0.988,5327.73,136.306,-33.714,140.4135301
9,TBOX4,46,-5,-2,0.994,5228.52,-127.089,-63.213,141.94188
9,TBOX4,47,-3,-2,0.995,5431.79,-79.213,-63.215,101.3451311
9,TBOX4,48,-1,-2,0.996,5446.4,-31.313,-63.211,70.54172163
9,TBOX4,49,1,-2,0.995,5434.24,16.59,-63.23,65.37018434
9,TBOX4,50,3,-2,0.996,5397.16,64.483,-63.207,90.29497294
9,TBOX4,51,5,-2,0.991,5365.4,112.364,-63.191,128.9138122
9,TBOX4,52,-4,-3,0.993,5200.91,-103.165,-92.689,138.6876633
9,TBOX4,53,-2,-3,0.994,5497.72,-55.264,-92.693,107.9171068
9,TBOX4,54,0,-3,0.994,5399.61,-7.354,-92.708,92.99921817
9,TBOX4,55,2,-3,0.994,5414.68,40.538,-92.686,101.1633532
9,TBOX4,56,4,-3,0.992,5336.23,88.416,-92.665,128.0788479
9,TBOX4,57,5,-3,0.988,5577.27,112.353,-92.651,145.6276224
9,TBOX4,58,-3,-4,0.988,5416.28,-79.216,-122.169,145.6037061
9,TBOX4,59,-2,-4,0.989,5395.53,-55.263,-122.193,134.1086441
9,TBOX4,60,-1,-4,0.991,5460.52,-31.304,-122.192,126.1381199
9,TBOX4,61,0,-4,0.99,5437.83,-7.356,-122.184,122.4052311
9,TBOX4,62,1,-4,0.991,5418.13,16.594,-122.168,123.2898255
9,TBOX4,63,2,-4,0.99,5341.09,40.536,-122.164,128.7136752
9,TBOX4,64,3,-4,0.988,5210.48,64.466,-122.148,138.11589
9,TBOX3,1,-1,5,0.96,3747.44,-31.41,143.18,146.5847895
9,TBOX3,2,0,5,0.957,3719.47,-7.47,143.17,143.3647439
9,TBOX3,3,1,5,0.959,3822.8,16.476,143.162,144.1069631
9,TBOX3,4,-3,4,0.971,3584.73,-79.296,113.699,138.6193284
9,TBOX3,5,-2,4,0.978,3601.13,-55.355,113.695,126.4544544
9,TBOX3,6,-1,4,0.98,3601.13,-31.414,113.683,117.9434775
9,TBOX3,7,0,4,0.981,3597.29,-7.471,113.682,113.9272266
9,TBOX3,8,1,4,0.981,3612.77,16.475,113.684,114.8715695
9,TBOX3,9,2,4,0.98,3633.68,40.416,113.673,120.6441212
9,TBOX3,10,3,4,0.977,3592.72,64.353,113.673,130.624881
9,TBOX3,11,4,4,0.936,2435.67,88.284,113.673,143.9292034
9,TBOX3,12,-4,3,0.975,3613.65,-103.244,84.217,133.235981
9,TBOX3,13,-2,3,0.983,3528.66,-55.356,84.202,100.7683658
9,TBOX3,14,0,3,0.983,3463.43,-7.468,84.192,84.52256437
9,TBOX3,15,2,3,0.984,3484.99,40.408,84.198,93.39223559
9,TBOX3,16,4,3,0.978,3672.98,88.288,84.198,122.0003039
9,TBOX3,17,5,3,0.968,3683.87,112.23,84.198,140.3028015
9,TBOX3,18,-5,2,0.968,3776.16,-127.195,54.73,138.4700001
9,TBOX3,19,-3,2,0.985,3531.31,-79.303,54.721,96.35016165
9,TBOX3,20,-1,2,0.98,3528.21,-31.413,54.714,63.09039836
9,TBOX3,21,1,2,0.98,3548.47,16.459,54.71,57.1321519
9,TBOX3,22,3,2,0.983,3454.34,64.343,54.719,84.46413801
9,TBOX3,23,5,2,0.978,3679.57,112.238,54.699,124.8573155
9,TBOX3,24,6,2,0.958,3703.94,136.189,54.7,146.7635299
9,TBOX3,25,-5,1,0.976,3619.73,-127.203,25.246,129.684092
9,TBOX3,26,-4,1,0.981,3628.54,-103.255,25.235,106.2939333
9,TBOX3,27,-2,1,0.98,3556.25,-55.36,25.234,60.83982541
9,TBOX3,28,0,1,0.971,3833.34,-7.482,25.231,26.31698472
9,TBOX3,29,2,1,0.976,3660.04,40.399,25.234,47.63227852
9,TBOX3,30,4,1,0.983,3508.63,88.292,25.215,91.82196627
9,TBOX3,31,6,1,0.971,3518.09,136.196,25.228,138.512824
9,TBOX3,32,-5,0,0.978,3625.34,-127.209,-4.246,127.2798421
9,TBOX3,33,-3,0,0.983,3514.46,-79.309,-4.255,79.42306029
9,TBOX3,34,-1,0,0.972,3802.61,-31.433,-4.248,31.71874829
9,TBOX3,35,1,0,0.971,3857.11,16.46,-4.242,16.99782821
9,TBOX3,36,3,0,0.98,3549.81,64.354,-4.271,64.49557161
9,TBOX3,37,5,0,0.977,3690.44,112.247,-4.253,112.3275435
9,TBOX3,38,6,0,0.971,3623.52,136.194,-4.236,136.2598596
9,TBOX3,39,-5,-1,0.977,3599.27,-127.206,-33.725,131.6006917
9,TBOX3,40,-4,-1,0.981,3637.35,-103.258,-33.737,108.6296448
9,TBOX3,41,-2,-1,0.98,3540.89,-55.383,-33.733,64.84745159
9,TBOX3,42,0,-1,0.972,3779.27,-7.488,-33.724,34.54530822
9,TBOX3,43,2,-1,0.977,3625.39,40.415,-33.744,52.65006896
9,TBOX3,44,4,-1,0.981,3520.9,88.306,-33.731,94.52899025
9,TBOX3,45,6,-1,0.966,3719.72,136.185,-33.714,140.2960727
9,TBOX3,46,-5,-2,0.944,5235.23,-127.209,-63.213,142.0493332
9,TBOX3,47,-3,-2,0.983,3569.58,-79.333,-63.213,101.4377063
9,TBOX3,48,-1,-2,0.98,3549.06,-31.436,-63.21,70.59551116
9,TBOX3,49,1,-2,0.98,3539.71,16.47,-63.226,65.33596235
9,TBOX3,50,3,-2,0.982,3533.99,64.363,-63.206,90.20861492
9,TBOX3,51,5,-2,0.975,3658.01,112.241,-63.188,128.8051452
9,TBOX3,52,-4,-3,0.977,3510.08,-103.283,-92.69,138.7761298
9,TBOX3,53,-2,-3,0.981,3675.34,-55.384,-92.69,107.9760323
9,TBOX3,54,0,-3,0.983,3520.51,-7.475,-92.708,93.00886457
9,TBOX3,55,2,-3,0.983,3576.26,40.416,-92.686,101.1145274
9,TBOX3,56,4,-3,0.976,3645.1,88.296,-92.665,127.9960384
9,TBOX3,57,5,-3,0.901,4136.93,112.234,-92.65,145.5351959
9,TBOX3,58,-3,-4,0.97,3792.85,-79.336,-122.169,145.6690271
9,TBOX3,59,-2,-4,0.976,3654.41,-55.383,-122.193,134.1581378
9,TBOX3,60,-1,-4,0.978,3689.06,-31.425,-122.188,126.1643292
9,TBOX3,61,0,-4,0.978,3677.65,-7.476,-122.183,122.411503
9,TBOX3,62,1,-4,0.978,3665.57,16.474,-122.168,123.2737316
9,TBOX3,63,2,-4,0.977,3630.95,40.416,-122.163,128.6749845
9,TBOX3,64,3,-4,0.942,5183.95,64.346,-122.144,138.0563814
10,TBOX4,1,-1,5,0.993,5302.95,-31.243,143.262,146.6292116
10,TBOX4,2,0,5,0.992,5284.54,-7.301,143.252,143.4379312
10,TBOX4,3,1,5,0.993,5266.26,16.645,143.247,144.2108146
10,TBOX4,4,-3,4,0.995,5204.28,-79.129,113.782,138.5919989
10,TBOX4,5,-2,4,0.996,5238.28,-55.188,113.775,126.4534142
10,TBOX4,6,-1,4,0.997,5283.32,-31.245,113.766,117.9786115
10,TBOX4,7,0,4,0.997,5326.08,-7.304,113.766,114.0002244
10,TBOX4,8,1,4,0.997,5332.49,16.645,113.764,114.9752309
10,TBOX4,9,2,4,0.997,5321.11,40.585,113.756,120.7790121
10,TBOX4,10,3,4,0.995,5241.21,64.52,113.759,130.7820342
10,TBOX4,11,4,4,0.991,5276.31,88.453,113.757,144.0992306
10,TBOX4,12,-4,3,0.994,5253.53,-103.076,84.304,133.1609034
10,TBOX4,13,-2,3,0.998,5264.99,-55.189,84.284,100.7453144
10,TBOX4,14,0,3,0.998,5185.37,-7.299,84.276,84.59148643
10,TBOX4,15,2,3,0.998,5229.14,40.574,84.28,93.53805576
10,TBOX4,16,4,3,0.994,5369.1,88.457,84.28,122.1792096
10,TBOX4,17,5,3,0.987,5225.04,112.399,84.278,140.486001
10,TBOX4,18,-5,2,0.991,5289.76,-127.026,54.816,138.3488292
10,TBOX4,19,-3,2,0.999,5290.44,-79.134,54.807,96.26004989
10,TBOX4,20,-1,2,0.998,5278.74,-31.243,54.797,63.07801723
10,TBOX4,21,1,2,0.998,5276.09,16.629,54.792,57.25981929
10,TBOX4,22,3,2,0.997,5231.76,64.513,54.802,84.6474239
10,TBOX4,23,5,2,0.992,5347.49,112.408,54.78,125.0456191
10,TBOX4,25,-5,1,0.994,5263.72,-127.033,25.328,129.5333574
10,TBOX4,26,-4,1,0.997,5344.92,-103.088,25.321,106.1521963
10,TBOX4,27,-2,1,0.999,5318.38,-55.191,25.314,60.71939622
10,TBOX4,28,0,1,0.997,5516.02,-7.316,25.315,26.35095977
10,TBOX4,29,2,1,0.997,5355.65,40.569,25.316,47.81990817
10,TBOX4,30,4,1,0.996,5223.97,88.462,25.297,92.00795429
10,TBOX4,31,6,1,0.988,5226.5,136.364,25.309,138.6927755
10,TBOX4,32,-5,0,0.995,5314.06,-127.04,-4.162,127.1081581
10,TBOX4,33,-3,0,0.999,5261.52,-79.142,-4.169,79.25173011
10,TBOX4,34,-1,0,0.997,5490.59,-31.263,-4.166,31.53935201
10,TBOX4,35,1,0,0.996,5524.01,16.629,-4.162,17.14193353
10,TBOX4,36,3,0,0.997,5252.24,64.522,-4.187,64.65770993
10,TBOX4,37,5,0,0.993,5321.67,112.415,-4.168,112.4922417
10,TBOX4,38,6,0,0.987,5212.73,136.363,-4.156,136.4263175
10,TBOX4,39,-5,-1,0.996,5258.79,-127.04,-33.64,131.4184584
10,TBOX4,40,-4,-1,0.997,5325.08,-103.092,-33.654,108.4460796
10,TBOX4,41,-2,-1,0.998,5306.44,-55.215,-33.65,64.66079744
10,TBOX4,42,0,-1,0.996,5481.06,-7.321,-33.641,34.42838832
10,TBOX4,43,2,-1,0.998,5311.74,40.583,-33.663,52.72738812
10,TBOX4,44,4,-1,0.995,5235.73,88.475,-33.648,94.65734799
10,TBOX4,45,6,-1,0.987,5136.77,136.352,-33.631,140.4382856
10,TBOX4,46,-5,-2,0.995,5206.83,-127.039,-63.132,141.861048
10,TBOX4,47,-3,-2,0.996,5297.12,-79.166,-63.129,101.2547589
10,TBOX4,48,-1,-2,0.997,5300.48,-31.269,-63.125,70.44512748
10,TBOX4,49,1,-2,0.996,5271.28,16.635,-63.144,65.29845298
10,TBOX4,50,3,-2,0.996,5241.76,64.53,-63.121,90.26838617
10,TBOX4,51,5,-2,0.99,5257.92,112.406,-63.105,128.9083002
10,TBOX4,52,-4,-3,0.994,5164.22,-103.118,-92.606,138.5972336
10,TBOX4,53,-2,-3,0.994,5356.1,-55.217,-92.609,107.8208884
10,TBOX4,54,0,-3,0.994,5272.91,-7.307,-92.628,92.91576095
10,TBOX4,55,2,-3,0.994,5261.6,40.585,-92.606,101.1089188
10,TBOX4,56,4,-3,0.99,5247.87,88.463,-92.584,128.0527213
10,TBOX4,57,5,-3,0.989,5160.75,112.402,-92.565,145.6107442
10,TBOX4,58,-3,-4,0.989,5424.1,-79.169,-122.086,145.5084944
10,TBOX4,59,-2,-4,0.989,5290.57,-55.216,-122.108,134.011829
10,TBOX4,60,-1,-4,0.991,5327.37,-31.26,-122.107,126.0448613
10,TBOX4,61,0,-4,0.989,5353.32,-7.31,-122.099,122.3176271
10,TBOX4,62,1,-4,0.99,5339.54,16.638,-122.086,123.2145058
10,TBOX4,63,2,-4,0.989,5246.77,40.582,-122.08,128.6484556
10,TBOX4,64,3,-4,0.986,5127.65,64.513,-122.063,138.0626783
10,TBOX3,1,-1,5,0.974,3670.13,-31.364,143.266,146.6589488
10,TBOX3,2,0,5,0.97,3622.47,-7.424,143.255,143.4472405
10,TBOX3,3,1,5,0.969,3559.21,16.522,143.247,144.1966695
10,TBOX3,4,-3,4,0.978,3457.88,-79.25,113.782,138.6611194
10,TBOX3,5,-2,4,0.982,3458.13,-55.31,113.777,126.508505
10,TBOX3,6,-1,4,0.984,3475.1,-31.366,113.769,118.0136065
10,TBOX3,7,0,4,0.984,3483.45,-7.425,113.765,114.007043
10,TBOX3,8,1,4,0.985,3491.69,16.522,113.767,114.9604574
10,TBOX3,9,2,4,0.982,3507.28,40.465,113.756,120.7387418
10,TBOX3,10,3,4,0.979,3479.95,64.4,113.759,130.7228751
10,TBOX3,11,4,4,0.963,3768.39,88.332,113.756,144.0241985
10,TBOX3,12,-4,3,0.979,3518.43,-103.196,84.304,133.2538136
10,TBOX3,13,-2,3,0.985,3371.11,-55.31,84.287,100.8141581
10,TBOX3,14,0,3,0.985,3229.21,-7.422,84.279,84.6051767
10,TBOX3,15,2,3,0.985,3319.79,40.454,84.281,93.48696742
10,TBOX3,16,4,3,0.981,3558.5,88.336,84.284,122.0943961
10,TBOX3,17,5,3,0.943,5200.72,112.278,84.282,140.3916123
10,TBOX3,18,-5,2,0.973,3634.27,-127.146,54.816,138.4590162
10,TBOX3,19,-3,2,0.985,3396.1,-79.255,54.807,96.35954688
10,TBOX3,20,-1,2,0.982,3351.12,-31.364,54.8,63.1406406
