recette,EPI_TH,RTO_TEMP,SUBDOE,PO2,TPS,wafer,site,meas_box,box,si,sige,xge,oxide,gof
bilayer si/sige,60,1150,RTO,560,57.19134295,13,9,TBOX7,251.837,19.295,61.382,17.0286,158.338,0.63971
bilayer si/sige,60,950,RTO,200,33.80865705,14,1,SIMS,250.548,117.881,11.608,43.9136,69.798,0.60827
bilayer si/sige,60,950,RTO,200,33.80865705,14,1,TBOX7,250.44,117.597,24.727,37.8017,40.739,0.73838
bilayer si/sige,60,950,RTO,200,33.80865705,14,2,SIMS,249.707,118.727,11.602,43.8171,69.439,0.60494
bilayer si/sige,60,950,RTO,200,33.80865705,14,2,TBOX7,250.79,118.129,25.822,37.2193,40.661,0.73875
bilayer si/sige,60,950,RTO,200,33.80865705,14,3,SIMS,250.327,118.587,11.572,43.922,69.796,0.6105
bilayer si/sige,60,950,RTO,200,33.80865705,14,3,TBOX7,250.309,117.738,24.885,37.8225,40.853,0.73787
bilayer si/sige,60,950,RTO,200,33.80865705,14,4,SIMS,250.898,116.739,11.904,40.5607,69.85,0.62369
bilayer si/sige,60,950,RTO,200,33.80865705,14,4,TBOX7,250.919,117.098,22.278,37.5925,40.842,0.74011
bilayer si/sige,60,950,RTO,200,33.80865705,14,5,SIMS,249.846,116.981,11.676,40.5106,69.364,0.62784
bilayer si/sige,60,950,RTO,200,33.80865705,14,5,TBOX7,250.599,116.147,27.487,35.2531,40.915,0.74102
bilayer si/sige,60,950,RTO,200,33.80865705,14,6,SIMS,250.749,113.489,11.953,40.5317,69.855,0.61405
bilayer si/sige,60,950,RTO,200,33.80865705,14,6,TBOX7,250.766,115.061,25.094,36.7469,40.763,0.73525
bilayer si/sige,60,950,RTO,200,33.80865705,14,7,SIMS,250.451,117.002,11.859,43.8802,70.769,0.59145
bilayer si/sige,60,950,RTO,200,33.80865705,14,7,TBOX7,250.552,115.254,28.789,35.2591,40.68,0.73893
bilayer si/sige,60,950,RTO,200,33.80865705,14,8,SIMS,249.992,114.431,12.578,40.6304,69.841,0.60167
bilayer si/sige,60,950,RTO,200,33.80865705,14,8,TBOX7,250.307,116.209,23.964,37.3673,40.756,0.73583
bilayer si/sige,60,950,RTO,200,33.80865705,14,9,SIMS,249.078,115.084,13.004,40.5962,69.816,0.59467
bilayer si/sige,60,950,RTO,200,33.80865705,14,9,TBOX7,249.633,116.682,22.017,37.3798,41.098,0.74146
bilayer si/sige,60,950,RTO,560,33.80865705,15,1,SIMS,250.248,119.301,11.499,44.8688,74.871,0.6415
bilayer si/sige,60,950,RTO,560,33.80865705,15,1,TBOX7,249.385,118.257,23.037,40.2231,50.817,0.7333
bilayer si/sige,60,950,RTO,560,33.80865705,15,2,SIMS,249.78,116.89,11.744,44.6904,75.031,0.62842
bilayer si/sige,60,950,RTO,560,33.80865705,15,2,TBOX7,249.787,117.774,23.551,40.1487,50.612,0.73157
bilayer si/sige,60,950,RTO,560,33.80865705,15,3,SIMS,250.4,119.237,11.471,44.9058,74.449,0.64202
bilayer si/sige,60,950,RTO,560,33.80865705,15,3,TBOX7,249.363,118.69,23.174,40.1942,50.907,0.73323
bilayer si/sige,60,950,RTO,560,33.80865705,15,4,SIMS,251.186,115.523,10.953,44.6346,74.244,0.65023
bilayer si/sige,60,950,RTO,560,33.80865705,15,4,TBOX7,249.709,113.176,20.879,40.1488,50.641,0.72041
bilayer si/sige,60,950,RTO,560,33.80865705,15,5,SIMS,250.478,115.356,10.637,44.5565,74.241,0.6556
bilayer si/sige,60,950,RTO,560,33.80865705,15,5,TBOX7,249.599,115.901,22.971,40.0538,50.953,0.72742
bilayer si/sige,60,950,RTO,560,33.80865705,15,6,SIMS,250.999,111.197,11.033,44.6948,74.011,0.63866
bilayer si/sige,60,950,RTO,560,33.80865705,15,6,TBOX7,249.662,113.156,22.716,40.0496,50.677,0.72076
bilayer si/sige,60,950,RTO,560,33.80865705,15,7,SIMS,250.205,117.261,11.814,44.7591,75.475,0.62285
bilayer si/sige,60,950,RTO,560,33.80865705,15,7,TBOX7,249.521,116.599,24.139,40.0703,50.685,0.73055
bilayer si/sige,60,950,RTO,560,33.80865705,15,8,SIMS,250.334,114.25,11.446,44.7611,74.365,0.63354
bilayer si/sige,60,950,RTO,560,33.80865705,15,8,TBOX7,249.516,111.526,22.494,40.0973,50.393,0.71592
bilayer si/sige,60,950,RTO,560,33.80865705,15,9,SIMS,249.645,114.493,11.881,44.7089,74.51,0.62568
bilayer si/sige,60,950,RTO,560,33.80865705,15,9,TBOX7,248.445,112.139,20.603,40.0644,51.085,0.72353
bilayer si/sige,60,1150,RTO,200,57.19134295,16,1,SIMS,252.266,75.415,42.635,17.8472,94.992,0.63907
bilayer si/sige,60,1150,RTO,200,57.19134295,16,1,TBOX7,250.671,19.681,96.701,12.0074,98.116,0.6688
bilayer si/sige,60,1150,RTO,200,57.19134295,16,2,SIMS,251.774,74.459,42.653,18.0148,95.052,0.63239
bilayer si/sige,60,1150,RTO,200,57.19134295,16,2,TBOX7,250.871,18.772,98.482,12.0567,98.443,0.6719
bilayer si/sige,60,1150,RTO,200,57.19134295,16,3,SIMS,252.326,75.945,43.15,17.7879,94.957,0.64202
bilayer si/sige,60,1150,RTO,200,57.19134295,16,3,TBOX7,250.603,19.52,97.331,12.0013,98.4,0.67059
bilayer si/sige,60,1150,RTO,200,57.19134295,16,4,SIMS,253.301,74.816,40.085,17.6455,95.209,0.64515
bilayer si/sige,60,1150,RTO,200,57.19134295,16,4,TBOX7,251.55,22.93,89.119,11.9227,99.145,0.6651
bilayer si/sige,60,1150,RTO,200,57.19134295,16,5,SIMS,252.577,74.593,39.26,17.5934,94.891,0.65257
bilayer si/sige,60,1150,RTO,200,57.19134295,16,5,TBOX7,250.749,19.183,96.262,12.0598,99.181,0.667
bilayer si/sige,60,1150,RTO,200,57.19134295,16,6,SIMS,252.888,72.853,38.272,17.78,94.862,0.6465
bilayer si/sige,60,1150,RTO,200,57.19134295,16,6,TBOX7,250.924,18.653,93.34,12.1893,98.667,0.66419
bilayer si/sige,60,1150,RTO,200,57.19134295,16,7,SIMS,251.949,74.459,42.656,18.0501,95.715,0.62911
bilayer si/sige,60,1150,RTO,200,57.19134295,16,7,TBOX7,250.746,17.537,99.038,12.1609,98.71,0.67125
bilayer si/sige,60,1150,RTO,200,57.19134295,16,8,SIMS,252.527,73.669,40.225,17.9605,94.947,0.63688
bilayer si/sige,60,1150,RTO,200,57.19134295,16,8,TBOX7,250.966,18.976,91.397,12.1934,98.609,0.66366
bilayer si/sige,60,1150,RTO,200,57.19134295,16,9,SIMS,251.729,73.337,41.422,18.0325,95.38,0.63263
bilayer si/sige,60,1150,RTO,200,57.19134295,16,9,TBOX7,250.264,21.585,86.616,12.0602,99.961,0.65814
bilayer si/sige,60,950,RTO,375,70,17,1,SIMS,251.086,113.605,12.296,44.4851,80.022,0.66485
bilayer si/sige,60,950,RTO,375,70,17,1,TBOX7,249.672,108.854,24.274,39.713,64.198,0.71354
bilayer si/sige,60,950,RTO,375,70,17,2,SIMS,250.49,110.882,12.692,44.3236,80.738,0.65011
bilayer si/sige,60,950,RTO,375,70,17,2,TBOX7,249.877,107.293,25.095,39.7524,63.988,0.70948
bilayer si/sige,60,950,RTO,375,70,17,3,SIMS,250.794,114.418,12.311,44.4597,79.814,0.6677
bilayer si/sige,60,950,RTO,375,70,17,3,TBOX7,249.513,108.432,24.534,39.7672,64.299,0.71356
bilayer si/sige,60,950,RTO,375,70,17,4,SIMS,250.629,108.667,11.893,44.1912,79.393,0.66767
bilayer si/sige,60,950,RTO,375,70,17,4,TBOX7,248.957,103.238,22.44,39.4933,63.942,0.70157
bilayer si/sige,60,950,RTO,375,70,17,5,SIMS,250.97,110.5,11.389,43.9953,80.079,0.68197
bilayer si/sige,60,950,RTO,375,70,17,5,TBOX7,249.708,104.961,24.672,39.482,64.592,0.70279
bilayer si/sige,60,950,RTO,375,70,17,6,SIMS,251.312,109.115,11.583,44.2225,79.681,0.67103
bilayer si/sige,60,950,RTO,375,70,17,6,TBOX7,249.808,104.665,24.162,39.4965,64.223,0.7043
bilayer si/sige,60,950,RTO,375,70,17,7,SIMS,250.626,112.751,12.626,44.4478,81.12,0.65347
bilayer si/sige,60,950,RTO,375,70,17,7,TBOX7,249.745,107.275,25.666,39.6419,64.172,0.71097
bilayer si/sige,60,950,RTO,375,70,17,8,SIMS,250.942,108.969,12.269,44.3994,80.051,0.65487
bilayer si/sige,60,950,RTO,375,70,17,8,TBOX7,249.713,104.187,23.744,39.5996,63.847,0.70387
bilayer si/sige,60,950,RTO,375,70,17,9,SIMS,249.748,109.935,12.58,44.3345,80.514,0.65224
bilayer si/sige,60,950,RTO,375,70,17,9,TBOX7,248.016,104.235,21.978,39.3315,64.659,0.70491
bilayer si/sige,60,1150,RTO,375,22.1173141,18,1,SIMS,251.599,75.793,40.395,17.908,91.465,0.63289
bilayer si/sige,60,1150,RTO,375,22.1173141,18,1,TBOX7,250.101,21.456,95.313,11.7473,90.879,0.68637
bilayer si/sige,60,1150,RTO,375,22.1173141,18,2,SIMS,251.283,76.895,41.178,17.933,92.513,0.62976
bilayer si/sige,60,1150,RTO,375,22.1173141,18,2,TBOX7,250.519,20.529,97.838,11.792,91.229,0.68941
bilayer si/sige,60,1150,RTO,375,22.1173141,18,3,SIMS,251.452,75.684,40.427,17.923,91.286,0.63136
bilayer si/sige,60,1150,RTO,375,22.1173141,18,3,TBOX7,249.855,20.593,96.294,11.7964,91.229,0.68721
bilayer si/sige,60,1150,RTO,375,22.1173141,18,4,SIMS,252.33,76.744,38.358,17.6165,92.176,0.64844
bilayer si/sige,60,1150,RTO,375,22.1173141,18,4,TBOX7,250.024,24.864,88.986,11.6135,91.471,0.6808
bilayer si/sige,60,1150,RTO,375,22.1173141,18,5,SIMS,251.975,78.029,38.325,17.3564,91.924,0.65817
bilayer si/sige,60,1150,RTO,375,22.1173141,18,5,TBOX7,250.499,21.806,95.865,11.7394,91.541,0.68632
bilayer si/sige,60,1150,RTO,375,22.1173141,18,6,SIMS,252.779,76.301,37.09,17.6923,91.752,0.64478
bilayer si/sige,60,1150,RTO,375,22.1173141,18,6,TBOX7,250.8,22.261,94.293,11.7203,91.235,0.68823
bilayer si/sige,60,1150,RTO,375,22.1173141,18,7,SIMS,251.494,76.631,41.124,18.0161,92.574,0.62887
bilayer si/sige,60,1150,RTO,375,22.1173141,18,7,TBOX7,250.083,19.685,99.254,11.8026,91.681,0.69244
bilayer si/sige,60,1150,RTO,375,22.1173141,18,8,SIMS,252.035,76.449,39.169,17.8466,91.835,0.63856
bilayer si/sige,60,1150,RTO,375,22.1173141,18,8,TBOX7,250.719,22.515,92.757,11.7228,90.907,0.6863
bilayer si/sige,60,1150,RTO,375,22.1173141,18,9,SIMS,250.682,76.024,40.449,17.9259,92.268,0.63347
bilayer si/sige,60,1150,RTO,375,22.1173141,18,9,TBOX7,249.099,25.374,88.116,11.6047,92.323,0.6774
bilayer si/sige,60,1150,DIFF,0,22,19,1,SIMS,248.558,89.115,41.851,18.401,60.855,0.52004
bilayer si/sige,60,1150,DIFF,0,22,19,1,TBOX7,248.836,0,151.974,6.2967,24.37,0.79037
bilayer si/sige,60,1150,DIFF,0,22,19,2,SIMS,247.994,88.338,42.586,18.466,60.833,0.51054
bilayer si/sige,60,1150,DIFF,0,22,19,2,TBOX7,248.79,0,152.829,6.3703,24.445,0.78988
bilayer si/sige,60,1150,DIFF,0,22,19,3,SIMS,248.483,89.606,41.998,18.3721,60.808,0.52178
bilayer si/sige,60,1150,DIFF,0,22,19,3,TBOX7,248.551,0,152.898,6.2694,24.387,0.79319
bilayer si/sige,60,1150,DIFF,0,22,19,4,SIMS,249.527,89.686,37.978,18.483,60.969,0.52925
bilayer si/sige,60,1150,DIFF,0,22,19,4,TBOX7,249.469,0,145.176,6.2153,24.489,0.77922
bilayer si/sige,60,1150,DIFF,0,22,19,5,SIMS,249.106,91.206,37.538,18.3531,60.88,0.53753
bilayer si/sige,60,1150,DIFF,0,22,19,5,TBOX7,248.899,0,151.957,6.3008,24.593,0.78901
bilayer si/sige,60,1150,DIFF,0,22,19,6,SIMS,249.851,95.584,28.793,21.8741,60.242,0.52658
bilayer si/sige,60,1150,DIFF,0,22,19,6,TBOX7,249.168,0,148.856,6.3742,24.539,0.7829
bilayer si/sige,60,1150,DIFF,0,22,19,7,SIMS,248.733,95.4,33.821,21.7705,61.457,0.502
bilayer si/sige,60,1150,DIFF,0,22,19,7,TBOX7,249.158,0,151.873,6.5547,24.483,0.78546
bilayer si/sige,60,1150,DIFF,0,22,19,8,SIMS,249.079,95.354,31.329,21.8117,60.815,0.51321
bilayer si/sige,60,1150,DIFF,0,22,19,8,TBOX7,249.405,0,145.596,6.4768,24.692,0.77502
bilayer si/sige,60,1150,DIFF,0,22,19,9,SIMS,247.49,95.654,33.13,21.7308,60.433,0.50915
bilayer si/sige,60,1150,DIFF,0,22,19,9,TBOX7,247.876,0,145.172,6.1469,24.597,0.78097
bilayer si/sige,60,1150,DIFF,0,57,20,1,SIMS,248.385,93.708,32.826,21.931,60.132,0.50333
bilayer si/sige,60,1150,DIFF,0,57,20,1,TBOX7,248.195,0,147.844,6.7913,23.548,0.74978
bilayer si/sige,60,1150,DIFF,0,57,20,2,SIMS,247.72,94.235,33.63,21.9473,60.356,0.50034
bilayer si/sige,60,1150,DIFF,0,57,20,2,TBOX7,248.339,0,149.718,6.8426,23.498,0.75021
bilayer si/sige,60,1150,DIFF,0,57,20,3,SIMS,248.448,93.736,32.899,21.9236,60.142,0.50425
bilayer si/sige,60,1150,DIFF,0,57,20,3,TBOX7,248.113,0,147.159,6.8807,23.592,0.74569
bilayer si/sige,60,1150,DIFF,0,57,20,4,SIMS,249.708,94.422,30.175,21.965,60.079,0.51795
bilayer si/sige,60,1150,DIFF,0,57,20,4,TBOX7,248.877,0,143.253,6.5151,23.491,0.74815
bilayer si/sige,60,1150,DIFF,0,57,20,5,SIMS,248.898,96.704,29.818,21.8134,59.74,0.53128
bilayer si/sige,60,1150,DIFF,0,57,20,5,TBOX7,248.482,0,148.601,6.7393,23.606,0.7508
bilayer si/sige,60,1150,DIFF,0,57,20,6,SIMS,249.872,94.589,29.2,21.9885,59.962,0.52132
bilayer si/sige,60,1150,DIFF,0,57,20,6,TBOX7,248.815,0,146.197,6.7713,23.625,0.74689
bilayer si/sige,60,1150,DIFF,0,57,20,7,SIMS,248.702,93.132,33.708,22.0192,60.984,0.49304
bilayer si/sige,60,1150,DIFF,0,57,20,7,TBOX7,248.659,0,148.925,6.9912,23.499,0.74688
bilayer si/sige,60,1150,DIFF,0,57,20,8,SIMS,249.173,93.658,31.352,22.0186,60.137,0.50627
bilayer si/sige,60,1150,DIFF,0,57,20,8,TBOX7,248.952,0,144.242,6.7839,23.643,0.74306
bilayer si/sige,60,1150,DIFF,0,57,20,9,SIMS,247.871,92.328,32.231,22.1322,59.875,0.49346
bilayer si/sige,60,1150,DIFF,0,57,20,9,TBOX7,247.629,0,142.033,6.4867,23.742,0.748
bilayer si/sige,60,950,DIFF,0,34,21,1,SIMS,247.83,118.895,12.686,39.0696,57.878,0.56292
bilayer si/sige,60,950,DIFF,0,34,21,1,TBOX7,250.219,105.567,43.939,24.237,18.754,0.80203
bilayer si/sige,60,950,DIFF,0,34,21,2,SIMS,246.962,118.847,13.688,37.7019,57.656,0.55375
bilayer si/sige,60,950,DIFF,0,34,21,2,TBOX7,250.375,106.044,45.585,24.1405,18.736,0.80657
bilayer si/sige,60,950,DIFF,0,34,21,3,SIMS,247.969,119.174,12.722,39.0733,57.849,0.56209
bilayer si/sige,60,950,DIFF,0,34,21,3,TBOX7,250.487,105.67,44.488,24.2482,18.76,0.80175
bilayer si/sige,60,950,DIFF,0,34,21,4,SIMS,248.398,116.647,14.513,34.6391,58.442,0.57653
bilayer si/sige,60,950,DIFF,0,34,21,4,TBOX7,250.342,107.109,40.343,24.1386,18.825,0.80473
bilayer si/sige,60,950,DIFF,0,34,21,5,SIMS,248.177,115.848,14.213,34.5458,57.454,0.58102
bilayer si/sige,60,950,DIFF,0,34,21,5,TBOX7,250.576,105.981,44.849,24.0445,18.713,0.80956
bilayer si/sige,60,950,DIFF,0,34,21,6,SIMS,248.679,112.362,14.603,34.6251,57.995,0.56712
bilayer si/sige,60,950,DIFF,0,34,21,6,TBOX7,250.39,103.19,43.926,24.1323,18.75,0.80271
bilayer si/sige,60,950,DIFF,0,34,21,7,SIMS,247.615,117.029,13.244,39.2121,58.771,0.54041
bilayer si/sige,60,950,DIFF,0,34,21,7,TBOX7,250.508,103.853,46.786,24.1141,18.624,0.80708
bilayer si/sige,60,950,DIFF,0,34,21,8,SIMS,247.703,111.925,15.57,34.885,58.105,0.5478
bilayer si/sige,60,950,DIFF,0,34,21,8,TBOX7,250.553,102.351,42.981,24.215,18.8,0.79785
bilayer si/sige,60,950,DIFF,0,34,21,9,SIMS,247.065,114.428,15.787,34.9962,58.067,0.54568
bilayer si/sige,60,950,DIFF,0,34,21,9,TBOX7,249.435,105.479,39.911,24.1048,18.951,0.80461
bilayer si/sige,60,950,DIFF,0,70,22,1,SIMS,247.164,116.468,15.897,34.3212,58.508,0.55458
bilayer si/sige,60,950,DIFF,0,70,22,1,TBOX7,250.182,102.999,47.785,23.0827,18.587,0.82366
bilayer si/sige,60,950,DIFF,0,70,22,2,SIMS,246.415,117.507,16.051,34.2862,59.191,0.54711
bilayer si/sige,60,950,DIFF,0,70,22,2,TBOX7,250.384,103.656,49.288,23.0462,18.51,0.82625
bilayer si/sige,60,950,DIFF,0,70,22,3,SIMS,247.061,117.366,15.803,34.3405,58.382,0.55646
bilayer si/sige,60,950,DIFF,0,70,22,3,TBOX7,250.343,103.593,48.048,23.1325,18.536,0.82444
bilayer si/sige,60,950,DIFF,0,70,22,4,SIMS,248.094,118.454,14.573,34.1859,58.619,0.5745
bilayer si/sige,60,950,DIFF,0,70,22,4,TBOX7,250.842,105.511,43.682,22.9322,18.638,0.82364
bilayer si/sige,60,950,DIFF,0,70,22,5,SIMS,247.559,118.054,14.258,33.9993,58.668,0.58041
bilayer si/sige,60,950,DIFF,0,70,22,5,TBOX7,250.345,104.191,48.469,22.8047,18.582,0.82899
bilayer si/sige,60,950,DIFF,0,70,22,6,SIMS,248.381,111.136,15.079,34.1398,58.369,0.5579
bilayer si/sige,60,950,DIFF,0,70,22,6,TBOX7,250.889,99.73,47.462,23.0191,18.435,0.82324
bilayer si/sige,60,950,DIFF,0,70,22,7,SIMS,247.011,113.822,16.617,34.4134,59.008,0.53123
bilayer si/sige,60,950,DIFF,0,70,22,7,TBOX7,250.715,100.37,50.353,23.0553,18.43,0.82701
bilayer si/sige,60,950,DIFF,0,70,22,8,SIMS,247.711,112.946,15.798,34.2895,58.339,0.54712
bilayer si/sige,60,950,DIFF,0,70,22,8,TBOX7,251.009,100.37,46.17,23.1251,18.645,0.82146
bilayer si/sige,60,950,DIFF,0,70,22,9,SIMS,246.525,113.797,16.322,34.327,56.843,0.54469
bilayer si/sige,60,950,DIFF,0,70,22,9,TBOX7,250.073,101.581,43.276,22.9075,18.613,0.82154
